Hourly Year,Year,Month,Day,Day,Houre,Day,Rtot
24-Oct-08,2008,10,24,298,6,298.2,1.96
24-Oct-08,2008,10,24,298,7,298.2,1.77
24-Oct-08,2008,10,24,298,8,298.3,1.56
24-Oct-08,2008,10,24,298,9,298.3,1.86
24-Oct-08,2008,10,24,298,10,298.4,1.91
24-Oct-08,2008,10,24,298,11,298.4,1.92
24-Oct-08,2008,10,24,298,12,298.5,2
24-Oct-08,2008,10,24,298,13,298.5,2.01
24-Oct-08,2008,10,24,298,14,298.5,2.18
24-Oct-08,2008,10,24,298,15,298.6,1.83
24-Oct-08,2008,10,24,298,16,298.6,1.86
24-Oct-08,2008,10,24,298,17,298.7,2.12
24-Oct-08,2008,10,24,298,18,298.7,1.9
24-Oct-08,2008,10,24,298,19,298.7,1.7
24-Oct-08,2008,10,24,298,20,298.8,1.29
24-Oct-08,2008,10,24,298,21,298.8,1.61
24-Oct-08,2008,10,24,298,22,298.9,1.4
24-Oct-08,2008,10,24,298,23,298.9,1.42
25-Oct-08,2008,10,25,298,24,299,1.38
25-Oct-08,2008,10,25,299,1,299,1.23
25-Oct-08,2008,10,25,299,2,299,1.1
25-Oct-08,2008,10,25,299,3,299.1,1.25
25-Oct-08,2008,10,25,299,4,299.1,1.22
25-Oct-08,2008,10,25,299,5,299.2,1.17
25-Oct-08,2008,10,25,299,6,299.2,1.15
25-Oct-08,2008,10,25,299,7,299.2,1.16
25-Oct-08,2008,10,25,299,8,299.3,1.26
25-Oct-08,2008,10,25,299,9,299.3,1.38
25-Oct-08,2008,10,25,299,10,299.4,1.13
25-Oct-08,2008,10,25,299,11,299.4,1.26
25-Oct-08,2008,10,25,299,12,299.5,1.4
25-Oct-08,2008,10,25,299,13,299.5,1.44
25-Oct-08,2008,10,25,299,14,299.5,1.38
25-Oct-08,2008,10,25,299,15,299.6,1.38
25-Oct-08,2008,10,25,299,16,299.6,1.42
25-Oct-08,2008,10,25,299,17,299.7,1.41
25-Oct-08,2008,10,25,299,18,299.7,1.4
25-Oct-08,2008,10,25,299,19,299.7,1.46
25-Oct-08,2008,10,25,299,20,299.8,1.45
25-Oct-08,2008,10,25,299,21,299.8,1.38
25-Oct-08,2008,10,25,299,22,299.9,1.39
25-Oct-08,2008,10,25,299,23,299.9,1.23
26-Oct-08,2008,10,26,299,24,300,1.42
26-Oct-08,2008,10,26,300,1,300,1.48
26-Oct-08,2008,10,26,300,2,300,1.49
26-Oct-08,2008,10,26,300,3,300.1,1.49
26-Oct-08,2008,10,26,300,4,300.1,1.86
26-Oct-08,2008,10,26,300,5,300.2,1.98
26-Oct-08,2008,10,26,300,6,300.2,1.88
26-Oct-08,2008,10,26,300,7,300.2,1.86
26-Oct-08,2008,10,26,300,8,300.3,1.92
26-Oct-08,2008,10,26,300,9,300.3,2.1
26-Oct-08,2008,10,26,300,10,300.4,2.26
26-Oct-08,2008,10,26,300,11,300.4,1.78
26-Oct-08,2008,10,26,300,12,300.5,2.2
26-Oct-08,2008,10,26,300,13,300.5,1.71
26-Oct-08,2008,10,26,300,14,300.5,1.72
26-Oct-08,2008,10,26,300,15,300.6,1.9
26-Oct-08,2008,10,26,300,16,300.6,1.65
26-Oct-08,2008,10,26,300,17,300.7,2.37
26-Oct-08,2008,10,26,300,18,300.7,2.16
26-Oct-08,2008,10,26,300,19,300.7,1.96
26-Oct-08,2008,10,26,300,20,300.8,2.05
26-Oct-08,2008,10,26,300,21,300.8,1.92
26-Oct-08,2008,10,26,300,22,300.9,2.18
26-Oct-08,2008,10,26,300,23,300.9,2.17
27-Oct-08,2008,10,27,300,24,301,1.71
27-Oct-08,2008,10,27,301,1,301,1.73
27-Oct-08,2008,10,27,301,2,301,1.75
27-Oct-08,2008,10,27,301,3,301.1,1.78
27-Oct-08,2008,10,27,301,4,301.1,1.82
27-Oct-08,2008,10,27,301,5,301.2,1.61
27-Oct-08,2008,10,27,301,6,301.2,1.94
27-Oct-08,2008,10,27,301,7,301.2,1.82
27-Oct-08,2008,10,27,301,8,301.3,1.53
27-Oct-08,2008,10,27,301,9,301.3,1.71
27-Oct-08,2008,10,27,301,10,301.4,1.77
27-Oct-08,2008,10,27,301,11,301.4,1.76
27-Oct-08,2008,10,27,301,12,301.5,1.68
27-Oct-08,2008,10,27,301,13,301.5,1.62
27-Oct-08,2008,10,27,301,14,301.5,1.9
27-Oct-08,2008,10,27,301,15,301.6,1.9
27-Oct-08,2008,10,27,301,16,301.6,1.55
27-Oct-08,2008,10,27,301,17,301.7,1.41
27-Oct-08,2008,10,27,301,18,301.7,1.53
27-Oct-08,2008,10,27,301,19,301.7,1.47
27-Oct-08,2008,10,27,301,20,301.8,1.32
27-Oct-08,2008,10,27,301,21,301.8,1.19
27-Oct-08,2008,10,27,301,22,301.9,1.23
27-Oct-08,2008,10,27,301,23,301.9,1.33
28-Oct-08,2008,10,28,301,24,302,1.2
28-Oct-08,2008,10,28,302,1,302,1.32
28-Oct-08,2008,10,28,302,2,302,1.21
28-Oct-08,2008,10,28,302,3,302.1,1.22
28-Oct-08,2008,10,28,302,4,302.1,1.21
28-Oct-08,2008,10,28,302,5,302.2,1.24
28-Oct-08,2008,10,28,302,6,302.2,1.18
28-Oct-08,2008,10,28,302,7,302.2,1.09
28-Oct-08,2008,10,28,302,8,302.3,1.1
28-Oct-08,2008,10,28,302,9,302.3,1.16
28-Oct-08,2008,10,28,302,10,302.4,1.06
28-Oct-08,2008,10,28,302,11,302.4,1.04
28-Oct-08,2008,10,28,302,12,302.5,1.03
28-Oct-08,2008,10,28,302,13,302.5,1.19
28-Oct-08,2008,10,28,302,14,302.5,1.33
28-Oct-08,2008,10,28,302,15,302.6,1.46
28-Oct-08,2008,10,28,302,16,302.6,1.53
28-Oct-08,2008,10,28,302,17,302.7,1.65
28-Oct-08,2008,10,28,302,18,302.7,1.34
28-Oct-08,2008,10,28,302,19,302.7,1.26
28-Oct-08,2008,10,28,302,20,302.8,1.48
28-Oct-08,2008,10,28,302,21,302.8,1.16
28-Oct-08,2008,10,28,302,22,302.9,1.14
28-Oct-08,2008,10,28,302,23,302.9,1.06
29-Oct-08,2008,10,29,302,24,303,1.21
29-Oct-08,2008,10,29,303,1,303,1.05
29-Oct-08,2008,10,29,303,2,303,1.1
29-Oct-08,2008,10,29,303,3,303.1,1.04
29-Oct-08,2008,10,29,303,4,303.1,1.04
29-Oct-08,2008,10,29,303,5,303.2,1.02
29-Oct-08,2008,10,29,303,6,303.2,1.01
29-Oct-08,2008,10,29,303,7,303.2,0.87
29-Oct-08,2008,10,29,303,8,303.3,1.06
29-Oct-08,2008,10,29,303,9,303.3,1.02
29-Oct-08,2008,10,29,303,10,303.4,1.14
29-Oct-08,2008,10,29,303,11,303.4,1.13
29-Oct-08,2008,10,29,303,12,303.5,1.06
29-Oct-08,2008,10,29,303,13,303.5,1.3
29-Oct-08,2008,10,29,303,14,303.5,1.3
29-Oct-08,2008,10,29,303,15,303.6,1.22
29-Oct-08,2008,10,29,303,16,303.6,1.19
29-Oct-08,2008,10,29,303,17,303.7,1.32
29-Oct-08,2008,10,29,303,18,303.7,1.19
29-Oct-08,2008,10,29,303,19,303.7,1.27
29-Oct-08,2008,10,29,303,20,303.8,1.14
29-Oct-08,2008,10,29,303,21,303.8,1.09
29-Oct-08,2008,10,29,303,22,303.9,1.13
29-Oct-08,2008,10,29,303,23,303.9,1.08
30-Oct-08,2008,10,30,303,24,304,1.03
30-Oct-08,2008,10,30,304,1,304,1.16
30-Oct-08,2008,10,30,304,2,304,1.17
30-Oct-08,2008,10,30,304,3,304.1,1.11
30-Oct-08,2008,10,30,304,4,304.1,1.14
30-Oct-08,2008,10,30,304,5,304.2,1.14
30-Oct-08,2008,10,30,304,6,304.2,1.02
30-Oct-08,2008,10,30,304,7,304.2,1.01
30-Oct-08,2008,10,30,304,8,304.3,1.05
30-Oct-08,2008,10,30,304,9,304.3,1.03
30-Oct-08,2008,10,30,304,10,304.4,1.01
30-Oct-08,2008,10,30,304,11,304.4,1.04
30-Oct-08,2008,10,30,304,12,304.5,1.24
30-Oct-08,2008,10,30,304,13,304.5,1.22
30-Oct-08,2008,10,30,304,14,304.5,1.1
30-Oct-08,2008,10,30,304,15,304.6,1.05
30-Oct-08,2008,10,30,304,16,304.6,1.23
30-Oct-08,2008,10,30,304,17,304.7,1.02
30-Oct-08,2008,10,30,304,18,304.7,1
30-Oct-08,2008,10,30,304,19,304.7,1.03
30-Oct-08,2008,10,30,304,20,304.8,1.04
30-Oct-08,2008,10,30,304,21,304.8,1.08
30-Oct-08,2008,10,30,304,22,304.9,1.04
30-Oct-08,2008,10,30,304,23,304.9,1
31-Oct-08,2008,10,31,304,24,305,1.03
31-Oct-08,2008,10,31,305,1,305,0.9
31-Oct-08,2008,10,31,305,2,305,0.91
31-Oct-08,2008,10,31,305,3,305.1,0.89
31-Oct-08,2008,10,31,305,4,305.1,0.83
31-Oct-08,2008,10,31,305,5,305.2,1.1
31-Oct-08,2008,10,31,305,6,305.2,0.9
31-Oct-08,2008,10,31,305,7,305.2,0.87
31-Oct-08,2008,10,31,305,8,305.3,0.94
31-Oct-08,2008,10,31,305,9,305.3,0.94
31-Oct-08,2008,10,31,305,10,305.4,0.83
31-Oct-08,2008,10,31,305,11,305.4,0.99
31-Oct-08,2008,10,31,305,12,305.5,1.03
31-Oct-08,2008,10,31,305,13,305.5,0.99
31-Oct-08,2008,10,31,305,14,305.5,1.17
31-Oct-08,2008,10,31,305,15,305.6,1.08
31-Oct-08,2008,10,31,305,16,305.6,1.27
31-Oct-08,2008,10,31,305,17,305.7,1.04
31-Oct-08,2008,10,31,305,18,305.7,1.04
31-Oct-08,2008,10,31,305,19,305.7,0.97
31-Oct-08,2008,10,31,305,20,305.8,1.16
31-Oct-08,2008,10,31,305,21,305.8,1.1
31-Oct-08,2008,10,31,305,22,305.9,1.02
31-Oct-08,2008,10,31,305,23,305.9,1.08
01-Nov-08,2008,11,1,305,24,306,0.97
01-Nov-08,2008,11,1,306,1,306,0.94
01-Nov-08,2008,11,1,306,2,306,0.93
01-Nov-08,2008,11,1,306,3,306.1,1.01
01-Nov-08,2008,11,1,306,4,306.1,1.03
01-Nov-08,2008,11,1,306,5,306.2,0.78
01-Nov-08,2008,11,1,306,6,306.2,0.95
01-Nov-08,2008,11,1,306,7,306.3,0.86
01-Nov-08,2008,11,1,306,8,306.3,0.89
01-Nov-08,2008,11,1,306,9,306.3,0.99
01-Nov-08,2008,11,1,306,10,306.4,1.06
01-Nov-08,2008,11,1,306,11,306.4,0.87
01-Nov-08,2008,11,1,306,12,306.5,0.85
01-Nov-08,2008,11,1,306,13,306.5,0.85
01-Nov-08,2008,11,1,306,14,306.5,0.72
01-Nov-08,2008,11,1,306,15,306.6,0.78
01-Nov-08,2008,11,1,306,16,306.6,0.77
01-Nov-08,2008,11,1,306,17,306.7,0.83
01-Nov-08,2008,11,1,306,18,306.7,0.77
01-Nov-08,2008,11,1,306,19,306.8,0.9
01-Nov-08,2008,11,1,306,20,306.8,0.97
01-Nov-08,2008,11,1,306,21,306.8,1.27
01-Nov-08,2008,11,1,306,22,306.9,1.42
01-Nov-08,2008,11,1,306,23,306.9,1.24
02-Nov-08,2008,11,2,306,24,307,1.36
02-Nov-08,2008,11,2,307,1,307,1.46
02-Nov-08,2008,11,2,307,2,307,1.44
02-Nov-08,2008,11,2,307,3,307.1,1.37
02-Nov-08,2008,11,2,307,4,307.1,1.27
02-Nov-08,2008,11,2,307,5,307.2,1.15
02-Nov-08,2008,11,2,307,6,307.2,1.47
02-Nov-08,2008,11,2,307,7,307.3,1.52
02-Nov-08,2008,11,2,307,8,307.3,1.48
02-Nov-08,2008,11,2,307,9,307.3,1.55
02-Nov-08,2008,11,2,307,10,307.4,1.3
02-Nov-08,2008,11,2,307,11,307.4,1.57
02-Nov-08,2008,11,2,307,12,307.5,1.34
02-Nov-08,2008,11,2,307,13,307.5,1.54
02-Nov-08,2008,11,2,307,14,307.5,1.52
02-Nov-08,2008,11,2,307,15,307.6,1.57
02-Nov-08,2008,11,2,307,16,307.6,1.52
02-Nov-08,2008,11,2,307,17,307.7,2.06
02-Nov-08,2008,11,2,307,18,307.7,1.86
02-Nov-08,2008,11,2,307,19,307.8,1.35
02-Nov-08,2008,11,2,307,20,307.8,1.65
02-Nov-08,2008,11,2,307,21,307.8,1.47
02-Nov-08,2008,11,2,307,22,307.9,1.39
02-Nov-08,2008,11,2,307,23,307.9,1.6
03-Nov-08,2008,11,3,307,24,308,1.47
03-Nov-08,2008,11,3,308,1,308,1.36
03-Nov-08,2008,11,3,308,2,308,1.23
03-Nov-08,2008,11,3,308,3,308.1,1.31
03-Nov-08,2008,11,3,308,4,308.1,1.32
03-Nov-08,2008,11,3,308,5,308.2,1.21
03-Nov-08,2008,11,3,308,6,308.2,1.16
03-Nov-08,2008,11,3,308,7,308.3,1.09
03-Nov-08,2008,11,3,308,8,308.3,0.97
03-Nov-08,2008,11,3,308,9,308.3,0.99
03-Nov-08,2008,11,3,308,10,308.4,1.01
03-Nov-08,2008,11,3,308,11,308.4,1.12
03-Nov-08,2008,11,3,308,12,308.5,1.53
03-Nov-08,2008,11,3,308,13,308.5,1.56
03-Nov-08,2008,11,3,308,14,308.5,9999
03-Nov-08,2008,11,3,308,15,308.6,1.58
03-Nov-08,2008,11,3,308,16,308.6,1.33
03-Nov-08,2008,11,3,308,17,308.7,1.53
03-Nov-08,2008,11,3,308,18,308.7,1.85
03-Nov-08,2008,11,3,308,19,308.8,1.5
03-Nov-08,2008,11,3,308,20,308.8,1.61
03-Nov-08,2008,11,3,308,21,308.8,1.76
03-Nov-08,2008,11,3,308,22,308.9,2.07
03-Nov-08,2008,11,3,308,23,308.9,2.15
04-Nov-08,2008,11,4,308,24,309,2.09
04-Nov-08,2008,11,4,309,1,309,2.06
04-Nov-08,2008,11,4,309,2,309,2.14
04-Nov-08,2008,11,4,309,3,309.1,1.84
04-Nov-08,2008,11,4,309,4,309.1,1.96
04-Nov-08,2008,11,4,309,5,309.2,1.71
04-Nov-08,2008,11,4,309,6,309.2,1.74
04-Nov-08,2008,11,4,309,7,309.3,1.83
04-Nov-08,2008,11,4,309,8,309.3,1.71
04-Nov-08,2008,11,4,309,9,309.3,1.83
04-Nov-08,2008,11,4,309,10,309.4,2.06
04-Nov-08,2008,11,4,309,11,309.4,2.52
04-Nov-08,2008,11,4,309,12,309.5,2.1
04-Nov-08,2008,11,4,309,13,309.5,1.89
04-Nov-08,2008,11,4,309,14,309.5,2.09
04-Nov-08,2008,11,4,309,15,309.6,1.83
04-Nov-08,2008,11,4,309,16,309.6,1.48
04-Nov-08,2008,11,4,309,17,309.7,2.24
04-Nov-08,2008,11,4,309,18,309.7,1.75
04-Nov-08,2008,11,4,309,19,309.8,1.75
04-Nov-08,2008,11,4,309,20,309.8,1.88
04-Nov-08,2008,11,4,309,21,309.8,1.52
04-Nov-08,2008,11,4,309,22,309.9,1.7
04-Nov-08,2008,11,4,309,23,309.9,1.32
05-Nov-08,2008,11,5,309,24,310,1.58
05-Nov-08,2008,11,5,310,1,310,1.62
05-Nov-08,2008,11,5,310,2,310,1.8
05-Nov-08,2008,11,5,310,3,310.1,1.86
05-Nov-08,2008,11,5,310,4,310.1,1.57
05-Nov-08,2008,11,5,310,5,310.2,1.57
05-Nov-08,2008,11,5,310,6,310.2,1.56
05-Nov-08,2008,11,5,310,7,310.3,1.87
05-Nov-08,2008,11,5,310,8,310.3,1.59
05-Nov-08,2008,11,5,310,9,310.3,1.59
05-Nov-08,2008,11,5,310,10,310.4,1.44
05-Nov-08,2008,11,5,310,11,310.4,1.56
05-Nov-08,2008,11,5,310,12,310.5,1.44
05-Nov-08,2008,11,5,310,13,310.5,1.49
05-Nov-08,2008,11,5,310,14,310.5,1.57
05-Nov-08,2008,11,5,310,15,310.6,1.68
05-Nov-08,2008,11,5,310,16,310.6,1.55
05-Nov-08,2008,11,5,310,17,310.7,1.63
05-Nov-08,2008,11,5,310,18,310.7,1.64
05-Nov-08,2008,11,5,310,19,310.8,1.96
05-Nov-08,2008,11,5,310,20,310.8,1.93
05-Nov-08,2008,11,5,310,21,310.8,1.73
05-Nov-08,2008,11,5,310,22,310.9,1.96
05-Nov-08,2008,11,5,310,23,310.9,1.86
06-Nov-08,2008,11,6,310,24,311,1.85
06-Nov-08,2008,11,6,311,1,311,2.06
06-Nov-08,2008,11,6,311,2,311,1.82
06-Nov-08,2008,11,6,311,3,311.1,1.74
06-Nov-08,2008,11,6,311,4,311.1,1.99
06-Nov-08,2008,11,6,311,5,311.2,1.68
06-Nov-08,2008,11,6,311,6,311.2,1.9
06-Nov-08,2008,11,6,311,7,311.3,1.8
06-Nov-08,2008,11,6,311,8,311.3,1.88
06-Nov-08,2008,11,6,311,9,311.3,1.96
06-Nov-08,2008,11,6,311,10,311.4,1.86
06-Nov-08,2008,11,6,311,11,311.4,2.06
06-Nov-08,2008,11,6,311,12,311.5,2.07
06-Nov-08,2008,11,6,311,13,311.5,1.83
06-Nov-08,2008,11,6,311,14,311.5,1.82
06-Nov-08,2008,11,6,311,15,311.6,2.06
06-Nov-08,2008,11,6,311,16,311.6,2.02
06-Nov-08,2008,11,6,311,17,311.7,1.86
06-Nov-08,2008,11,6,311,18,311.7,1.92
06-Nov-08,2008,11,6,311,19,311.8,1.87
06-Nov-08,2008,11,6,311,20,311.8,1.76
06-Nov-08,2008,11,6,311,21,311.8,1.82
06-Nov-08,2008,11,6,311,22,311.9,1.57
06-Nov-08,2008,11,6,311,23,311.9,1.94
07-Nov-08,2008,11,7,311,24,312,1.79
07-Nov-08,2008,11,7,312,1,312,1.83
07-Nov-08,2008,11,7,312,2,312,1.72
07-Nov-08,2008,11,7,312,3,312.1,1.91
07-Nov-08,2008,11,7,312,4,312.1,1.51
07-Nov-08,2008,11,7,312,5,312.2,1.25
07-Nov-08,2008,11,7,312,6,312.2,1.31
07-Nov-08,2008,11,7,312,7,312.3,1.72
07-Nov-08,2008,11,7,312,8,312.3,1.63
07-Nov-08,2008,11,7,312,9,312.3,1.61
07-Nov-08,2008,11,7,312,10,312.4,1.62
07-Nov-08,2008,11,7,312,11,312.4,1.53
07-Nov-08,2008,11,7,312,12,312.5,1.79
07-Nov-08,2008,11,7,312,13,312.5,1.6
07-Nov-08,2008,11,7,312,14,312.5,1.79
07-Nov-08,2008,11,7,312,15,312.6,1.66
07-Nov-08,2008,11,7,312,16,312.6,2.04
07-Nov-08,2008,11,7,312,17,312.7,1.86
07-Nov-08,2008,11,7,312,18,312.7,2.14
07-Nov-08,2008,11,7,312,19,312.8,1.5
07-Nov-08,2008,11,7,312,20,312.8,1.55
07-Nov-08,2008,11,7,312,21,312.8,1.69
07-Nov-08,2008,11,7,312,22,312.9,1.9
07-Nov-08,2008,11,7,312,23,312.9,1.49
08-Nov-08,2008,11,8,312,24,313,1.72
08-Nov-08,2008,11,8,313,1,313,1.47
08-Nov-08,2008,11,8,313,2,313,1.87
08-Nov-08,2008,11,8,313,3,313.1,1.69
08-Nov-08,2008,11,8,313,4,313.1,1.25
08-Nov-08,2008,11,8,313,5,313.2,1.18
08-Nov-08,2008,11,8,313,6,313.2,0.9
08-Nov-08,2008,11,8,313,7,313.3,0.98
08-Nov-08,2008,11,8,313,8,313.3,0.87
08-Nov-08,2008,11,8,313,9,313.3,0.83
08-Nov-08,2008,11,8,313,10,313.4,1.1
08-Nov-08,2008,11,8,313,11,313.4,1.09
08-Nov-08,2008,11,8,313,12,313.5,1.45
08-Nov-08,2008,11,8,313,13,313.5,1.4
08-Nov-08,2008,11,8,313,14,313.5,1.17
08-Nov-08,2008,11,8,313,15,313.6,1.48
08-Nov-08,2008,11,8,313,16,313.6,1.12
08-Nov-08,2008,11,8,313,17,313.7,1.49
08-Nov-08,2008,11,8,313,18,313.7,1.33
08-Nov-08,2008,11,8,313,19,313.8,1.2
08-Nov-08,2008,11,8,313,20,313.8,0.89
08-Nov-08,2008,11,8,313,21,313.8,0.85
08-Nov-08,2008,11,8,313,22,313.9,0.91
08-Nov-08,2008,11,8,313,23,313.9,1.4
09-Nov-08,2008,11,9,313,24,314,1.6
09-Nov-08,2008,11,9,314,1,314,1.76
09-Nov-08,2008,11,9,314,2,314,1.37
09-Nov-08,2008,11,9,314,3,314.1,1.51
09-Nov-08,2008,11,9,314,4,314.1,1.45
09-Nov-08,2008,11,9,314,5,314.2,1.38
09-Nov-08,2008,11,9,314,6,314.2,1.55
09-Nov-08,2008,11,9,314,7,314.3,1.44
09-Nov-08,2008,11,9,314,8,314.3,1.27
09-Nov-08,2008,11,9,314,9,314.3,1.39
09-Nov-08,2008,11,9,314,10,314.4,1.29
09-Nov-08,2008,11,9,314,11,314.4,1.2
09-Nov-08,2008,11,9,314,12,314.5,1.14
09-Nov-08,2008,11,9,314,13,314.5,1.29
09-Nov-08,2008,11,9,314,14,314.5,1.18
09-Nov-08,2008,11,9,314,15,314.6,0.95
09-Nov-08,2008,11,9,314,16,314.6,0.86
09-Nov-08,2008,11,9,314,17,314.7,0.89
09-Nov-08,2008,11,9,314,18,314.7,0.79
09-Nov-08,2008,11,9,314,19,314.8,0.84
09-Nov-08,2008,11,9,314,20,314.8,0.67
09-Nov-08,2008,11,9,314,21,314.8,0.78
09-Nov-08,2008,11,9,314,22,314.9,0.8
09-Nov-08,2008,11,9,314,23,314.9,0.84
10-Nov-08,2008,11,10,314,24,315,1.21
10-Nov-08,2008,11,10,315,1,315,1.48
10-Nov-08,2008,11,10,315,2,315,1.49
10-Nov-08,2008,11,10,315,3,315.1,1.59
10-Nov-08,2008,11,10,315,4,315.1,1.49
10-Nov-08,2008,11,10,315,5,315.2,1.38
10-Nov-08,2008,11,10,315,6,315.2,1.39
10-Nov-08,2008,11,10,315,7,315.3,1.7
10-Nov-08,2008,11,10,315,8,315.3,1.72
10-Nov-08,2008,11,10,315,9,315.3,1.43
10-Nov-08,2008,11,10,315,10,315.4,1.12
10-Nov-08,2008,11,10,315,11,315.4,0.79
10-Nov-08,2008,11,10,315,12,315.5,1
10-Nov-08,2008,11,10,315,13,315.5,0.93
10-Nov-08,2008,11,10,315,14,315.5,1.02
10-Nov-08,2008,11,10,315,15,315.6,1.21
10-Nov-08,2008,11,10,315,16,315.6,1.64
10-Nov-08,2008,11,10,315,17,315.7,1.73
10-Nov-08,2008,11,10,315,18,315.7,1.57
10-Nov-08,2008,11,10,315,19,315.8,1.87
10-Nov-08,2008,11,10,315,20,315.8,1.79
10-Nov-08,2008,11,10,315,21,315.8,1.5
10-Nov-08,2008,11,10,315,22,315.9,1.73
10-Nov-08,2008,11,10,315,23,315.9,1.53
11-Nov-08,2008,11,11,315,24,316,1.7
11-Nov-08,2008,11,11,316,1,316,1.45
11-Nov-08,2008,11,11,316,2,316,1.36
11-Nov-08,2008,11,11,316,3,316.1,1.3
11-Nov-08,2008,11,11,316,4,316.1,1.55
11-Nov-08,2008,11,11,316,5,316.2,1.55
11-Nov-08,2008,11,11,316,6,316.2,1.57
11-Nov-08,2008,11,11,316,7,316.3,1.51
11-Nov-08,2008,11,11,316,8,316.3,1.39
11-Nov-08,2008,11,11,316,9,316.3,0.73
11-Nov-08,2008,11,11,316,10,316.4,1.29
11-Nov-08,2008,11,11,316,11,316.4,0.84
11-Nov-08,2008,11,11,316,12,316.5,0.9
11-Nov-08,2008,11,11,316,13,316.5,1.59
11-Nov-08,2008,11,11,316,14,316.5,1.62
11-Nov-08,2008,11,11,316,15,316.6,1.31
11-Nov-08,2008,11,11,316,16,316.6,1.3
11-Nov-08,2008,11,11,316,17,316.7,1.49
11-Nov-08,2008,11,11,316,18,316.7,1.58
11-Nov-08,2008,11,11,316,19,316.8,1.54
11-Nov-08,2008,11,11,316,20,316.8,1.65
11-Nov-08,2008,11,11,316,21,316.8,1.51
11-Nov-08,2008,11,11,316,22,316.9,1.44
11-Nov-08,2008,11,11,316,23,316.9,1.57
12-Nov-08,2008,11,12,316,24,317,1.57
12-Nov-08,2008,11,12,317,1,317,1.66
12-Nov-08,2008,11,12,317,2,317,1.56
12-Nov-08,2008,11,12,317,3,317.1,1.42
12-Nov-08,2008,11,12,317,4,317.1,1.33
12-Nov-08,2008,11,12,317,5,317.2,1.41
12-Nov-08,2008,11,12,317,6,317.2,1.25
12-Nov-08,2008,11,12,317,7,317.3,1.4
12-Nov-08,2008,11,12,317,8,317.3,1.42
12-Nov-08,2008,11,12,317,9,317.3,1.38
12-Nov-08,2008,11,12,317,10,317.4,1.33
12-Nov-08,2008,11,12,317,11,317.4,1.29
12-Nov-08,2008,11,12,317,12,317.5,1.29
12-Nov-08,2008,11,12,317,13,317.5,1.75
12-Nov-08,2008,11,12,317,14,317.5,1.48
12-Nov-08,2008,11,12,317,15,317.6,1.79
12-Nov-08,2008,11,12,317,16,317.6,1.71
12-Nov-08,2008,11,12,317,17,317.7,1.9
12-Nov-08,2008,11,12,317,18,317.7,1.68
12-Nov-08,2008,11,12,317,19,317.8,1.59
12-Nov-08,2008,11,12,317,20,317.8,1.51
12-Nov-08,2008,11,12,317,21,317.8,1.76
12-Nov-08,2008,11,12,317,22,317.9,1.89
12-Nov-08,2008,11,12,317,23,317.9,1.88
13-Nov-08,2008,11,13,317,24,318,1.67
13-Nov-08,2008,11,13,318,1,318,1.62
13-Nov-08,2008,11,13,318,2,318,1.55
13-Nov-08,2008,11,13,318,3,318.1,1.57
13-Nov-08,2008,11,13,318,4,318.1,1.54
13-Nov-08,2008,11,13,318,5,318.2,1.54
13-Nov-08,2008,11,13,318,6,318.2,1.55
13-Nov-08,2008,11,13,318,7,318.3,1.27
13-Nov-08,2008,11,13,318,8,318.3,1.37
13-Nov-08,2008,11,13,318,9,318.3,1.5
13-Nov-08,2008,11,13,318,10,318.4,1.43
13-Nov-08,2008,11,13,318,11,318.4,1.39
13-Nov-08,2008,11,13,318,12,318.5,1.26
13-Nov-08,2008,11,13,318,13,318.5,1.16
13-Nov-08,2008,11,13,318,14,318.5,1.15
13-Nov-08,2008,11,13,318,15,318.6,1.34
13-Nov-08,2008,11,13,318,16,318.6,1.31
13-Nov-08,2008,11,13,318,17,318.7,1.38
13-Nov-08,2008,11,13,318,18,318.7,1.53
13-Nov-08,2008,11,13,318,19,318.8,1.4
13-Nov-08,2008,11,13,318,20,318.8,1.54
13-Nov-08,2008,11,13,318,21,318.8,1.6
13-Nov-08,2008,11,13,318,22,318.9,1.66
13-Nov-08,2008,11,13,318,23,318.9,1.69
14-Nov-08,2008,11,14,318,24,319,1.96
14-Nov-08,2008,11,14,319,1,319,1.84
14-Nov-08,2008,11,14,319,2,319,1.66
14-Nov-08,2008,11,14,319,3,319.1,1.91
14-Nov-08,2008,11,14,319,4,319.1,1.56
14-Nov-08,2008,11,14,319,5,319.2,1.69
14-Nov-08,2008,11,14,319,6,319.2,1.86
14-Nov-08,2008,11,14,319,7,319.3,1.68
14-Nov-08,2008,11,14,319,8,319.3,1.69
14-Nov-08,2008,11,14,319,9,319.3,1.53
14-Nov-08,2008,11,14,319,10,319.4,1.6
14-Nov-08,2008,11,14,319,11,319.4,1.58
14-Nov-08,2008,11,14,319,12,319.5,1.51
14-Nov-08,2008,11,14,319,13,319.5,1.35
14-Nov-08,2008,11,14,319,14,319.5,1.36
14-Nov-08,2008,11,14,319,15,319.6,1.5
14-Nov-08,2008,11,14,319,16,319.6,1.52
14-Nov-08,2008,11,14,319,17,319.7,1.82
14-Nov-08,2008,11,14,319,18,319.7,1.67
14-Nov-08,2008,11,14,319,19,319.8,1.49
14-Nov-08,2008,11,14,319,20,319.8,1.41
14-Nov-08,2008,11,14,319,21,319.8,1.33
14-Nov-08,2008,11,14,319,22,319.9,1.37
14-Nov-08,2008,11,14,319,23,319.9,1.46
